Cantidad_de_elementos,Media_de_tiempo_de_ejecucion,Resultado_minimo_encontrado
2,0.07748603820800781,24705665
3,0.0804901123046875,37260538
4,0.07977485656738281,12360808
5,0.08845329284667969,19681606
6,0.0896453857421875,15572044
7,0.09045600891113281,11251468
8,0.09102821350097656,10855337
9,0.09069442749023438,8632869
10,0.09312629699707031,9180665
